CARD_ID,CUSTOMER_ID,CARD_BRAND,CARD_TYPE,CREDIT_LIMIT,CARD_STATUS
CARD05062,C05062,VISA,Gold,20000000,BLOCKED
CARD05063,C05063,VISA,Gold,10000000,ACTIVE
CARD05064,C05064,MasterCard,Platinum,30000000,ACTIVE
CARD05065,C05065,MasterCard,Platinum,200000000,ACTIVE
CARD05066,C05066,JCB,Gold,30000000,ACTIVE
CARD05067,C05067,JCB,Platinum,200000000,ACTIVE
CARD05068,C05068,MasterCard,Classic,200000000,ACTIVE
CARD05069,C05069,JCB,Gold,200000000,ACTIVE
CARD05070,C05070,MasterCard,Infinite,20000000,BLOCKED
CARD05071,C05071,JCB,Infinite,10000000,ACTIVE
CARD05072,C05072,Amex,Infinite,100000000,BLOCKED
CARD05073,C05073,JCB,Platinum,20000000,ACTIVE
CARD05074,C05074,MasterCard,Gold,50000000,ACTIVE
CARD05075,C05075,MasterCard,Infinite,200000000,ACTIVE
CARD05076,C05076,JCB,Platinum,20000000,BLOCKED
CARD05077,C05077,VISA,Platinum,200000000,ACTIVE
CARD05078,C05078,VISA,Classic,200000000,ACTIVE
CARD05079,C05079,MasterCard,Gold,10000000,ACTIVE
CARD05080,C05080,MasterCard,Gold,30000000,ACTIVE
CARD05081,C05081,VISA,Gold,20000000,ACTIVE
CARD05082,C05082,JCB,Infinite,200000000,ACTIVE
CARD05083,C05083,Amex,Gold,50000000,ACTIVE
CARD05084,C05084,VISA,Infinite,100000000,ACTIVE
CARD05085,C05085,Amex,Platinum,100000000,ACTIVE
CARD05086,C05086,JCB,Platinum,30000000,ACTIVE
CARD05087,C05087,VISA,Classic,30000000,ACTIVE
CARD05088,C05088,Amex,Classic,30000000,ACTIVE
CARD05089,C05089,Amex,Infinite,200000000,ACTIVE
CARD05090,C05090,Amex,Gold,20000000,ACTIVE
CARD05091,C05091,VISA,Platinum,20000000,ACTIVE
CARD05092,C05092,JCB,Gold,30000000,ACTIVE
CARD05093,C05093,JCB,Classic,50000000,ACTIVE
CARD05094,C05094,Amex,Platinum,10000000,ACTIVE
CARD05095,C05095,Amex,Platinum,500000000,ACTIVE
CARD05096,C05096,VISA,Infinite,500000000,BLOCKED
CARD05097,C05097,VISA,Infinite,500000000,ACTIVE
CARD05098,C05098,VISA,Classic,30000000,ACTIVE
CARD05099,C05099,Amex,Gold,100000000,ACTIVE
CARD05100,C05100,VISA,Infinite,500000000,ACTIVE
CARD05101,C05101,JCB,Infinite,500000000,ACTIVE
CARD05102,C05102,Amex,Classic,200000000,ACTIVE
CARD05103,C05103,MasterCard,Classic,10000000,BLOCKED
CARD05104,C05104,VISA,Platinum,30000000,ACTIVE
CARD05105,C05105,MasterCard,Gold,30000000,ACTIVE
CARD05106,C05106,Amex,Gold,10000000,ACTIVE
CARD05107,C05107,MasterCard,Gold,100000000,ACTIVE
CARD05108,C05108,VISA,Classic,50000000,ACTIVE
CARD05109,C05109,Amex,Classic,20000000,BLOCKED
CARD05110,C05110,VISA,Infinite,30000000,ACTIVE
CARD05111,C05111,Amex,Classic,20000000,ACTIVE
CARD05112,C05112,JCB,Gold,50000000,ACTIVE
CARD05113,C05113,MasterCard,Classic,10000000,ACTIVE
CARD05114,C05114,Amex,Infinite,20000000,ACTIVE
CARD05115,C05115,JCB,Classic,200000000,ACTIVE
CARD05116,C05116,JCB,Gold,30000000,ACTIVE
CARD05117,C05117,MasterCard,Gold,30000000,ACTIVE
CARD05118,C05118,Amex,Platinum,100000000,ACTIVE
CARD05119,C05119,JCB,Classic,200000000,ACTIVE
CARD05120,C05120,MasterCard,Classic,500000000,ACTIVE
CARD05121,C05121,VISA,Gold,100000000,ACTIVE
CARD05122,C05122,MasterCard,Platinum,10000000,ACTIVE
CARD05123,C05123,VISA,Gold,20000000,ACTIVE
CARD05124,C05124,VISA,Classic,50000000,ACTIVE
CARD05125,C05125,JCB,Classic,100000000,ACTIVE
CARD05126,C05126,VISA,Classic,30000000,ACTIVE
CARD05127,C05127,Amex,Gold,50000000,ACTIVE
CARD05128,C05128,JCB,Gold,100000000,ACTIVE
CARD05129,C05129,VISA,Infinite,100000000,ACTIVE
CARD05130,C05130,VISA,Infinite,100000000,ACTIVE
CARD05131,C05131,VISA,Classic,10000000,ACTIVE
CARD05132,C05132,MasterCard,Gold,30000000,ACTIVE
CARD05133,C05133,MasterCard,Infinite,500000000,ACTIVE
CARD05134,C05134,MasterCard,Gold,10000000,ACTIVE
CARD05135,C05135,Amex,Platinum,50000000,ACTIVE
CARD05136,C05136,JCB,Gold,10000000,ACTIVE
CARD05137,C05137,VISA,Gold,200000000,ACTIVE
CARD05138,C05138,MasterCard,Infinite,30000000,ACTIVE
CARD05139,C05139,MasterCard,Gold,100000000,ACTIVE
CARD05140,C05140,VISA,Platinum,30000000,ACTIVE
CARD05141,C05141,MasterCard,Gold,10000000,ACTIVE
CARD05142,C05142,VISA,Classic,100000000,ACTIVE
CARD05143,C05143,Amex,Classic,10000000,ACTIVE
CARD05144,C05144,MasterCard,Gold,20000000,ACTIVE
CARD05145,C05145,MasterCard,Classic,20000000,ACTIVE
CARD05146,C05146,Amex,Gold,30000000,ACTIVE
CARD05147,C05147,MasterCard,Platinum,20000000,ACTIVE
CARD05148,C05148,JCB,Classic,200000000,ACTIVE
CARD05149,C05149,JCB,Gold,200000000,ACTIVE
CARD05150,C05150,VISA,Infinite,30000000,ACTIVE
CARD05151,C05151,MasterCard,Gold,20000000,ACTIVE
CARD05152,C05152,JCB,Classic,10000000,ACTIVE
CARD05153,C05153,VISA,Platinum,10000000,ACTIVE
CARD05154,C05154,Amex,Gold,200000000,ACTIVE
CARD05155,C05155,JCB,Classic,30000000,ACTIVE
CARD05156,C05156,MasterCard,Classic,10000000,ACTIVE
CARD05157,C05157,MasterCard,Platinum,10000000,ACTIVE
CARD05158,C05158,Amex,Gold,50000000,ACTIVE
CARD05159,C05159,MasterCard,Gold,10000000,ACTIVE
CARD05160,C05160,JCB,Classic,50000000,ACTIVE
CARD05161,C05161,VISA,Gold,20000000,ACTIVE
CARD05162,C05162,JCB,Classic,20000000,ACTIVE
CARD05163,C05163,VISA,Platinum,50000000,ACTIVE
CARD05164,C05164,MasterCard,Infinite,50000000,ACTIVE
CARD05165,C05165,VISA,Classic,30000000,ACTIVE
CARD05166,C05166,MasterCard,Infinite,500000000,ACTIVE
CARD05167,C05167,VISA,Platinum,200000000,ACTIVE
CARD05168,C05168,MasterCard,Gold,20000000,ACTIVE
CARD05169,C05169,MasterCard,Gold,50000000,ACTIVE
CARD05170,C05170,MasterCard,Infinite,50000000,ACTIVE
CARD05171,C05171,MasterCard,Platinum,200000000,ACTIVE
CARD05172,C05172,JCB,Infinite,500000000,ACTIVE
CARD05173,C05173,VISA,Infinite,500000000,ACTIVE
CARD05174,C05174,Amex,Classic,10000000,ACTIVE
CARD05175,C05175,VISA,Classic,500000000,ACTIVE
CARD05176,C05176,MasterCard,Gold,100000000,ACTIVE
CARD05177,C05177,Amex,Platinum,50000000,ACTIVE
CARD05178,C05178,MasterCard,Platinum,500000000,ACTIVE
CARD05179,C05179,VISA,Classic,500000000,ACTIVE
CARD05180,C05180,Amex,Gold,100000000,ACTIVE
CARD05181,C05181,MasterCard,Platinum,200000000,ACTIVE
CARD05182,C05182,Amex,Platinum,200000000,ACTIVE
CARD05183,C05183,Amex,Infinite,20000000,ACTIVE
CARD05184,C05184,JCB,Gold,20000000,BLOCKED
CARD05185,C05185,VISA,Platinum,50000000,ACTIVE
CARD05186,C05186,JCB,Classic,200000000,ACTIVE
CARD05187,C05187,Amex,Gold,20000000,ACTIVE
CARD05188,C05188,VISA,Infinite,10000000,ACTIVE
CARD05189,C05189,MasterCard,Infinite,50000000,ACTIVE
CARD05190,C05190,VISA,Gold,50000000,ACTIVE
CARD05191,C05191,Amex,Classic,500000000,ACTIVE
CARD05192,C05192,MasterCard,Platinum,30000000,ACTIVE
CARD05193,C05193,JCB,Platinum,20000000,ACTIVE
CARD05194,C05194,JCB,Gold,20000000,ACTIVE
CARD05195,C05195,VISA,Classic,500000000,ACTIVE
CARD05196,C05196,MasterCard,Platinum,50000000,ACTIVE
CARD05197,C05197,MasterCard,Classic,30000000,ACTIVE
CARD05198,C05198,JCB,Platinum,200000000,ACTIVE
CARD05199,C05199,VISA,Classic,200000000,ACTIVE
CARD05200,C05200,Amex,Classic,10000000,ACTIVE
CARD05201,C05201,VISA,Infinite,30000000,ACTIVE
CARD05202,C05202,JCB,Gold,30000000,ACTIVE
CARD05203,C05203,VISA,Classic,20000000,ACTIVE
CARD05204,C05204,VISA,Classic,200000000,ACTIVE
CARD05205,C05205,VISA,Classic,20000000,ACTIVE
CARD05206,C05206,JCB,Platinum,10000000,ACTIVE
CARD05207,C05207,MasterCard,Classic,20000000,ACTIVE
CARD05208,C05208,VISA,Platinum,50000000,ACTIVE
CARD05209,C05209,Amex,Gold,20000000,ACTIVE
CARD05210,C05210,VISA,Platinum,50000000,ACTIVE
CARD05211,C05211,VISA,Classic,50000000,ACTIVE
CARD05212,C05212,JCB,Platinum,10000000,ACTIVE
CARD05213,C05213,MasterCard,Gold,10000000,ACTIVE
CARD05214,C05214,JCB,Gold,30000000,ACTIVE
CARD05215,C05215,JCB,Classic,500000000,ACTIVE
CARD05216,C05216,JCB,Gold,200000000,ACTIVE
CARD05217,C05217,Amex,Platinum,20000000,ACTIVE
CARD05218,C05218,JCB,Platinum,100000000,ACTIVE
CARD05219,C05219,MasterCard,Infinite,100000000,ACTIVE
CARD05220,C05220,JCB,Classic,500000000,ACTIVE
CARD05221,C05221,MasterCard,Gold,30000000,ACTIVE
CARD05222,C05222,MasterCard,Infinite,100000000,ACTIVE
CARD05223,C05223,MasterCard,Platinum,20000000,ACTIVE
CARD05224,C05224,MasterCard,Platinum,200000000,ACTIVE
CARD05225,C05225,MasterCard,Gold,50000000,BLOCKED
CARD05226,C05226,Amex,Gold,500000000,ACTIVE
CARD05227,C05227,Amex,Platinum,30000000,ACTIVE
CARD05228,C05228,VISA,Gold,100000000,ACTIVE
CARD05229,C05229,JCB,Classic,50000000,ACTIVE
CARD05230,C05230,Amex,Gold,50000000,ACTIVE
CARD05231,C05231,MasterCard,Platinum,10000000,ACTIVE
CARD05232,C05232,JCB,Classic,10000000,ACTIVE
CARD05233,C05233,VISA,Classic,50000000,ACTIVE
CARD05234,C05234,Amex,Platinum,20000000,ACTIVE
CARD05235,C05235,Amex,Platinum,20000000,ACTIVE
CARD05236,C05236,VISA,Platinum,30000000,ACTIVE
CARD05237,C05237,Amex,Platinum,50000000,ACTIVE
CARD05238,C05238,Amex,Gold,30000000,ACTIVE
CARD05239,C05239,JCB,Infinite,200000000,ACTIVE
CARD05240,C05240,JCB,Classic,200000000,ACTIVE
CARD05241,C05241,Amex,Infinite,10000000,ACTIVE
CARD05242,C05242,VISA,Infinite,50000000,ACTIVE
CARD05243,C05243,JCB,Classic,500000000,ACTIVE
CARD05244,C05244,Amex,Gold,10000000,ACTIVE
CARD05245,C05245,Amex,Platinum,500000000,ACTIVE
CARD05246,C05246,VISA,Infinite,50000000,ACTIVE
CARD05247,C05247,MasterCard,Platinum,200000000,ACTIVE
CARD05248,C05248,VISA,Infinite,30000000,BLOCKED
CARD05249,C05249,VISA,Platinum,50000000,ACTIVE
CARD05250,C05250,MasterCard,Gold,20000000,ACTIVE
CARD05251,C05251,Amex,Infinite,50000000,ACTIVE
CARD05252,C05252,JCB,Platinum,100000000,ACTIVE
CARD05253,C05253,Amex,Gold,100000000,ACTIVE
CARD05254,C05254,JCB,Platinum,20000000,ACTIVE
CARD05255,C05255,JCB,Infinite,30000000,ACTIVE
CARD05256,C05256,Amex,Gold,100000000,ACTIVE
CARD05257,C05257,Amex,Infinite,500000000,ACTIVE
CARD05258,C05258,MasterCard,Platinum,30000000,ACTIVE
CARD05259,C05259,Amex,Infinite,50000000,BLOCKED
CARD05260,C05260,VISA,Gold,50000000,ACTIVE
CARD05261,C05261,Amex,Platinum,20000000,ACTIVE
CARD05262,C05262,MasterCard,Gold,30000000,BLOCKED
CARD05263,C05263,VISA,Platinum,500000000,ACTIVE
CARD05264,C05264,MasterCard,Infinite,100000000,ACTIVE
CARD05265,C05265,MasterCard,Infinite,30000000,ACTIVE
CARD05266,C05266,JCB,Gold,20000000,ACTIVE
CARD05267,C05267,Amex,Gold,50000000,ACTIVE
CARD05268,C05268,VISA,Infinite,50000000,ACTIVE
CARD05269,C05269,MasterCard,Classic,200000000,ACTIVE
CARD05270,C05270,JCB,Gold,20000000,ACTIVE
CARD05271,C05271,JCB,Gold,20000000,ACTIVE
CARD05272,C05272,VISA,Gold,20000000,ACTIVE
CARD05273,C05273,VISA,Classic,20000000,ACTIVE
CARD05274,C05274,JCB,Classic,200000000,ACTIVE
CARD05275,C05275,VISA,Classic,50000000,ACTIVE
CARD05276,C05276,Amex,Platinum,30000000,ACTIVE
CARD05277,C05277,JCB,Gold,200000000,ACTIVE
CARD05278,C05278,MasterCard,Platinum,200000000,ACTIVE
CARD05279,C05279,MasterCard,Infinite,500000000,ACTIVE
CARD05280,C05280,JCB,Classic,10000000,ACTIVE
CARD05281,C05281,JCB,Infinite,20000000,ACTIVE
CARD05282,C05282,VISA,Gold,10000000,ACTIVE
CARD05283,C05283,Amex,Gold,200000000,ACTIVE
CARD05284,C05284,JCB,Platinum,100000000,ACTIVE
CARD05285,C05285,MasterCard,Gold,200000000,ACTIVE
CARD05286,C05286,Amex,Infinite,30000000,ACTIVE
CARD05287,C05287,MasterCard,Gold,500000000,ACTIVE
CARD05288,C05288,MasterCard,Infinite,30000000,ACTIVE
CARD05289,C05289,VISA,Classic,100000000,ACTIVE
CARD05290,C05290,JCB,Platinum,100000000,ACTIVE
CARD05291,C05291,VISA,Infinite,20000000,ACTIVE
CARD05292,C05292,MasterCard,Gold,100000000,ACTIVE
CARD05293,C05293,Amex,Infinite,10000000,ACTIVE
CARD05294,C05294,MasterCard,Infinite,10000000,ACTIVE
CARD05295,C05295,VISA,Gold,10000000,ACTIVE
CARD05296,C05296,JCB,Classic,500000000,ACTIVE
CARD05297,C05297,VISA,Classic,500000000,ACTIVE
CARD05298,C05298,Amex,Infinite,500000000,ACTIVE
CARD05299,C05299,Amex,Infinite,500000000,ACTIVE
CARD05300,C05300,VISA,Infinite,20000000,ACTIVE
CARD05301,C05301,VISA,Platinum,30000000,BLOCKED
CARD05302,C05302,Amex,Platinum,10000000,ACTIVE
CARD05303,C05303,JCB,Platinum,100000000,ACTIVE
CARD05304,C05304,MasterCard,Platinum,30000000,ACTIVE
CARD05305,C05305,JCB,Platinum,500000000,ACTIVE
CARD05306,C05306,MasterCard,Infinite,50000000,ACTIVE
CARD05307,C05307,MasterCard,Platinum,200000000,ACTIVE
CARD05308,C05308,JCB,Classic,200000000,ACTIVE
CARD05309,C05309,MasterCard,Infinite,100000000,ACTIVE
CARD05310,C05310,Amex,Gold,30000000,ACTIVE
CARD05311,C05311,JCB,Classic,10000000,ACTIVE
CARD05312,C05312,VISA,Platinum,20000000,ACTIVE
CARD05313,C05313,Amex,Gold,10000000,ACTIVE
CARD05314,C05314,JCB,Gold,500000000,ACTIVE
CARD05315,C05315,VISA,Gold,50000000,ACTIVE
CARD05316,C05316,JCB,Infinite,50000000,ACTIVE
CARD05317,C05317,MasterCard,Platinum,20000000,ACTIVE
CARD05318,C05318,VISA,Classic,20000000,ACTIVE
CARD05319,C05319,VISA,Classic,100000000,ACTIVE
CARD05320,C05320,MasterCard,Platinum,10000000,ACTIVE
CARD05321,C05321,Amex,Infinite,20000000,ACTIVE
CARD05322,C05322,MasterCard,Platinum,50000000,ACTIVE
CARD05323,C05323,JCB,Infinite,10000000,BLOCKED
CARD05324,C05324,JCB,Gold,50000000,ACTIVE
CARD05325,C05325,JCB,Gold,200000000,ACTIVE
CARD05326,C05326,VISA,Platinum,50000000,ACTIVE
CARD05327,C05327,JCB,Platinum,500000000,ACTIVE
CARD05328,C05328,MasterCard,Gold,30000000,ACTIVE
CARD05329,C05329,MasterCard,Infinite,50000000,ACTIVE
CARD05330,C05330,VISA,Infinite,100000000,ACTIVE
CARD05331,C05331,JCB,Infinite,30000000,ACTIVE
CARD05332,C05332,JCB,Infinite,500000000,ACTIVE
CARD05333,C05333,Amex,Gold,10000000,ACTIVE
CARD05334,C05334,Amex,Gold,100000000,ACTIVE
CARD05335,C05335,VISA,Platinum,50000000,ACTIVE
CARD05336,C05336,JCB,Classic,50000000,ACTIVE
CARD05337,C05337,Amex,Infinite,500000000,ACTIVE
CARD05338,C05338,Amex,Gold,200000000,ACTIVE
CARD05339,C05339,VISA,Gold,20000000,ACTIVE
CARD05340,C05340,VISA,Infinite,50000000,ACTIVE
CARD05341,C05341,JCB,Gold,20000000,ACTIVE
CARD05342,C05342,VISA,Gold,200000000,ACTIVE
CARD05343,C05343,JCB,Infinite,50000000,ACTIVE
CARD05344,C05344,MasterCard,Gold,20000000,ACTIVE
CARD05345,C05345,JCB,Gold,100000000,ACTIVE
CARD05346,C05346,MasterCard,Gold,10000000,ACTIVE
CARD05347,C05347,MasterCard,Gold,100000000,ACTIVE
CARD05348,C05348,VISA,Platinum,50000000,ACTIVE
CARD05349,C05349,Amex,Platinum,30000000,BLOCKED
CARD05350,C05350,MasterCard,Classic,200000000,ACTIVE
CARD05351,C05351,JCB,Platinum,50000000,ACTIVE
CARD05352,C05352,Amex,Gold,500000000,ACTIVE
CARD05353,C05353,VISA,Gold,30000000,ACTIVE
CARD05354,C05354,Amex,Infinite,30000000,ACTIVE
CARD05355,C05355,MasterCard,Infinite,10000000,ACTIVE
CARD05356,C05356,MasterCard,Platinum,500000000,ACTIVE
CARD05357,C05357,MasterCard,Infinite,100000000,ACTIVE
CARD05358,C05358,MasterCard,Platinum,10000000,ACTIVE
CARD05359,C05359,JCB,Platinum,10000000,ACTIVE
CARD05360,C05360,MasterCard,Classic,30000000,BLOCKED
CARD05361,C05361,VISA,Classic,10000000,ACTIVE
CARD05362,C05362,Amex,Infinite,500000000,ACTIVE
CARD05363,C05363,MasterCard,Gold,10000000,ACTIVE
CARD05364,C05364,MasterCard,Gold,500000000,ACTIVE
CARD05365,C05365,VISA,Platinum,30000000,ACTIVE
CARD05366,C05366,VISA,Platinum,200000000,ACTIVE
CARD05367,C05367,VISA,Gold,500000000,ACTIVE
CARD05368,C05368,JCB,Infinite,200000000,ACTIVE
CARD05369,C05369,MasterCard,Infinite,500000000,ACTIVE
CARD05370,C05370,Amex,Classic,30000000,ACTIVE
CARD05371,C05371,MasterCard,Classic,50000000,ACTIVE
CARD05372,C05372,JCB,Infinite,30000000,ACTIVE
CARD05373,C05373,MasterCard,Infinite,500000000,ACTIVE
CARD05374,C05374,MasterCard,Infinite,100000000,ACTIVE
CARD05375,C05375,VISA,Classic,20000000,ACTIVE
CARD05376,C05376,JCB,Gold,200000000,ACTIVE
CARD05377,C05377,VISA,Classic,20000000,ACTIVE
CARD05378,C05378,MasterCard,Classic,100000000,ACTIVE
CARD05379,C05379,VISA,Classic,200000000,ACTIVE
CARD05380,C05380,VISA,Gold,500000000,ACTIVE
CARD05381,C05381,JCB,Platinum,500000000,ACTIVE
CARD05382,C05382,MasterCard,Infinite,200000000,ACTIVE
CARD05383,C05383,Amex,Gold,200000000,ACTIVE
CARD05384,C05384,MasterCard,Infinite,10000000,ACTIVE
CARD05385,C05385,MasterCard,Infinite,100000000,ACTIVE
CARD05386,C05386,MasterCard,Infinite,50000000,ACTIVE
CARD05387,C05387,JCB,Infinite,200000000,ACTIVE
CARD05388,C05388,MasterCard,Gold,50000000,ACTIVE
CARD05389,C05389,JCB,Classic,50000000,ACTIVE
CARD05390,C05390,Amex,Platinum,100000000,ACTIVE
CARD05391,C05391,Amex,Infinite,30000000,ACTIVE
CARD05392,C05392,MasterCard,Gold,30000000,ACTIVE
CARD05393,C05393,JCB,Gold,100000000,ACTIVE
CARD05394,C05394,VISA,Classic,50000000,ACTIVE
CARD05395,C05395,Amex,Gold,10000000,BLOCKED
CARD05396,C05396,MasterCard,Platinum,30000000,ACTIVE
CARD05397,C05397,Amex,Gold,30000000,ACTIVE
CARD05398,C05398,MasterCard,Classic,100000000,ACTIVE
CARD05399,C05399,Amex,Platinum,10000000,ACTIVE
CARD05400,C05400,VISA,Classic,30000000,ACTIVE
CARD05401,C05401,VISA,Platinum,500000000,ACTIVE
CARD05402,C05402,MasterCard,Platinum,50000000,ACTIVE
CARD05403,C05403,Amex,Gold,500000000,ACTIVE
CARD05404,C05404,VISA,Gold,200000000,ACTIVE
CARD05405,C05405,VISA,Infinite,100000000,ACTIVE
CARD05406,C05406,MasterCard,Platinum,30000000,BLOCKED
CARD05407,C05407,MasterCard,Platinum,20000000,ACTIVE
CARD05408,C05408,JCB,Classic,100000000,ACTIVE
CARD05409,C05409,Amex,Platinum,200000000,ACTIVE
CARD05410,C05410,Amex,Classic,20000000,BLOCKED
CARD05411,C05411,VISA,Infinite,200000000,ACTIVE
CARD05412,C05412,VISA,Gold,500000000,ACTIVE
CARD05413,C05413,MasterCard,Gold,200000000,ACTIVE
CARD05414,C05414,Amex,Classic,200000000,ACTIVE
CARD05415,C05415,JCB,Gold,50000000,ACTIVE
CARD05416,C05416,Amex,Gold,20000000,BLOCKED
CARD05417,C05417,JCB,Gold,30000000,ACTIVE
CARD05418,C05418,VISA,Gold,20000000,ACTIVE
CARD05419,C05419,MasterCard,Infinite,100000000,ACTIVE
CARD05420,C05420,VISA,Gold,30000000,ACTIVE
CARD05421,C05421,JCB,Classic,10000000,ACTIVE
CARD05422,C05422,Amex,Gold,10000000,ACTIVE
CARD05423,C05423,JCB,Infinite,20000000,ACTIVE
CARD05424,C05424,MasterCard,Classic,500000000,ACTIVE
CARD05425,C05425,VISA,Platinum,30000000,ACTIVE
CARD05426,C05426,JCB,Infinite,50000000,ACTIVE
CARD05427,C05427,VISA,Platinum,200000000,ACTIVE
CARD05428,C05428,MasterCard,Infinite,20000000,ACTIVE
CARD05429,C05429,Amex,Platinum,500000000,ACTIVE
CARD05430,C05430,MasterCard,Platinum,50000000,ACTIVE
CARD05431,C05431,Amex,Platinum,30000000,ACTIVE
CARD05432,C05432,Amex,Platinum,20000000,ACTIVE
CARD05433,C05433,MasterCard,Gold,500000000,ACTIVE
CARD05434,C05434,MasterCard,Classic,200000000,ACTIVE
CARD05435,C05435,Amex,Gold,10000000,ACTIVE
CARD05436,C05436,MasterCard,Infinite,20000000,ACTIVE
CARD05437,C05437,VISA,Infinite,20000000,BLOCKED
CARD05438,C05438,JCB,Gold,50000000,ACTIVE
CARD05439,C05439,VISA,Infinite,10000000,ACTIVE
CARD05440,C05440,Amex,Gold,20000000,ACTIVE
CARD05441,C05441,JCB,Platinum,500000000,ACTIVE
CARD05442,C05442,MasterCard,Classic,10000000,ACTIVE
CARD05443,C05443,VISA,Gold,30000000,ACTIVE
CARD05444,C05444,VISA,Gold,20000000,ACTIVE
CARD05445,C05445,VISA,Gold,500000000,ACTIVE
CARD05446,C05446,MasterCard,Gold,200000000,ACTIVE
CARD05447,C05447,MasterCard,Classic,20000000,ACTIVE
CARD05448,C05448,MasterCard,Platinum,100000000,ACTIVE
CARD05449,C05449,Amex,Infinite,200000000,ACTIVE
CARD05450,C05450,MasterCard,Infinite,30000000,ACTIVE
CARD05451,C05451,MasterCard,Platinum,20000000,ACTIVE
CARD05452,C05452,VISA,Classic,100000000,BLOCKED
CARD05453,C05453,VISA,Gold,200000000,ACTIVE
CARD05454,C05454,Amex,Classic,500000000,ACTIVE
CARD05455,C05455,VISA,Infinite,20000000,ACTIVE
CARD05456,C05456,MasterCard,Infinite,20000000,ACTIVE
CARD05457,C05457,MasterCard,Platinum,100000000,ACTIVE
CARD05458,C05458,MasterCard,Classic,100000000,ACTIVE
CARD05459,C05459,Amex,Gold,30000000,ACTIVE
CARD05460,C05460,MasterCard,Gold,10000000,ACTIVE
CARD05461,C05461,MasterCard,Infinite,500000000,ACTIVE
CARD05462,C05462,VISA,Platinum,30000000,BLOCKED
CARD05463,C05463,MasterCard,Platinum,30000000,ACTIVE
CARD05464,C05464,MasterCard,Classic,100000000,ACTIVE
CARD05465,C05465,MasterCard,Platinum,500000000,ACTIVE
CARD05466,C05466,JCB,Infinite,100000000,ACTIVE
CARD05467,C05467,VISA,Gold,50000000,ACTIVE
CARD05468,C05468,Amex,Infinite,500000000,ACTIVE
CARD05469,C05469,MasterCard,Gold,30000000,ACTIVE
CARD05470,C05470,Amex,Infinite,10000000,ACTIVE
CARD05471,C05471,VISA,Platinum,10000000,ACTIVE
CARD05472,C05472,MasterCard,Infinite,50000000,ACTIVE
CARD05473,C05473,VISA,Infinite,500000000,ACTIVE
CARD05474,C05474,JCB,Infinite,20000000,ACTIVE
CARD05475,C05475,MasterCard,Gold,500000000,ACTIVE
CARD05476,C05476,JCB,Infinite,30000000,ACTIVE
CARD05477,C05477,VISA,Gold,50000000,ACTIVE
CARD05478,C05478,JCB,Infinite,50000000,ACTIVE
CARD05479,C05479,VISA,Platinum,500000000,ACTIVE
CARD05480,C05480,Amex,Platinum,100000000,ACTIVE
CARD05481,C05481,VISA,Gold,500000000,ACTIVE
CARD05482,C05482,MasterCard,Infinite,20000000,BLOCKED
CARD05483,C05483,JCB,Classic,500000000,ACTIVE
CARD05484,C05484,Amex,Gold,500000000,ACTIVE
CARD05485,C05485,Amex,Platinum,20000000,ACTIVE
CARD05486,C05486,VISA,Gold,50000000,ACTIVE
CARD05487,C05487,Amex,Classic,10000000,ACTIVE
CARD05488,C05488,MasterCard,Platinum,500000000,ACTIVE
CARD05489,C05489,VISA,Gold,10000000,ACTIVE
CARD05490,C05490,JCB,Infinite,10000000,ACTIVE
CARD05491,C05491,MasterCard,Infinite,500000000,ACTIVE
CARD05492,C05492,MasterCard,Platinum,100000000,ACTIVE
CARD05493,C05493,MasterCard,Infinite,10000000,ACTIVE
CARD05494,C05494,MasterCard,Classic,50000000,ACTIVE
CARD05495,C05495,MasterCard,Infinite,200000000,ACTIVE
CARD05496,C05496,JCB,Classic,200000000,ACTIVE
CARD05497,C05497,VISA,Platinum,100000000,ACTIVE
CARD05498,C05498,Amex,Gold,10000000,ACTIVE
CARD05499,C05499,Amex,Platinum,20000000,ACTIVE
CARD05500,C05500,JCB,Classic,30000000,ACTIVE
CARD05501,C05501,JCB,Infinite,10000000,ACTIVE
CARD05502,C05502,MasterCard,Platinum,10000000,ACTIVE
CARD05503,C05503,MasterCard,Classic,50000000,ACTIVE
CARD05504,C05504,Amex,Gold,200000000,ACTIVE
CARD05505,C05505,JCB,Gold,100000000,ACTIVE
CARD05506,C05506,MasterCard,Platinum,200000000,ACTIVE
CARD05507,C05507,MasterCard,Infinite,30000000,ACTIVE
CARD05508,C05508,JCB,Infinite,30000000,ACTIVE
CARD05509,C05509,Amex,Platinum,50000000,ACTIVE
CARD05510,C05510,JCB,Infinite,500000000,ACTIVE
CARD05511,C05511,VISA,Gold,500000000,ACTIVE
CARD05512,C05512,VISA,Gold,200000000,ACTIVE
CARD05513,C05513,VISA,Infinite,20000000,ACTIVE
CARD05514,C05514,Amex,Infinite,10000000,ACTIVE
CARD05515,C05515,MasterCard,Infinite,20000000,ACTIVE
CARD05516,C05516,JCB,Gold,50000000,ACTIVE
CARD05517,C05517,Amex,Classic,200000000,ACTIVE
CARD05518,C05518,JCB,Gold,200000000,ACTIVE
CARD05519,C05519,Amex,Infinite,50000000,ACTIVE
CARD05520,C05520,Amex,Infinite,50000000,BLOCKED
CARD05521,C05521,MasterCard,Infinite,50000000,ACTIVE
CARD05522,C05522,Amex,Classic,500000000,ACTIVE
CARD05523,C05523,MasterCard,Platinum,50000000,ACTIVE
CARD05524,C05524,VISA,Infinite,20000000,ACTIVE
