ACCOUNT_ID,CUSTOMER_ID,BALANCE,ACCOUNT_STATUS
ACC04425,C04425,252500000,ACTIVE
ACC04426,C04426,378800000,ACTIVE
ACC04427,C04427,270900000,ACTIVE
ACC04428,C04428,194600000,ACTIVE
ACC04429,C04429,175400000,ACTIVE
ACC04430,C04430,410000000,ACTIVE
ACC04431,C04431,127200000,ACTIVE
ACC04432,C04432,238600000,ACTIVE
ACC04433,C04433,219300000,ACTIVE
ACC04434,C04434,271100000,ACTIVE
ACC04435,C04435,48300000,CLOSED
ACC04436,C04436,492700000,ACTIVE
ACC04437,C04437,353700000,ACTIVE
ACC04438,C04438,133900000,ACTIVE
ACC04439,C04439,467100000,ACTIVE
ACC04440,C04440,49000000,ACTIVE
ACC04441,C04441,307900000,ACTIVE
ACC04442,C04442,66200000,ACTIVE
ACC04443,C04443,418700000,ACTIVE
ACC04444,C04444,486600000,BLOCKED
ACC04445,C04445,44800000,ACTIVE
ACC04446,C04446,248800000,ACTIVE
ACC04447,C04447,412800000,ACTIVE
ACC04448,C04448,42200000,ACTIVE
ACC04449,C04449,353600000,ACTIVE
ACC04450,C04450,280400000,ACTIVE
ACC04451,C04451,170700000,ACTIVE
ACC04452,C04452,317300000,ACTIVE
ACC04453,C04453,234500000,ACTIVE
ACC04454,C04454,290400000,ACTIVE
ACC04455,C04455,393800000,ACTIVE
ACC04456,C04456,491300000,ACTIVE
ACC04457,C04457,107500000,ACTIVE
ACC04458,C04458,174400000,ACTIVE
ACC04459,C04459,462600000,ACTIVE
ACC04460,C04460,127300000,ACTIVE
ACC04461,C04461,172300000,BLOCKED
ACC04462,C04462,218300000,ACTIVE
ACC04463,C04463,211400000,ACTIVE
ACC04464,C04464,382300000,ACTIVE
ACC04465,C04465,254400000,ACTIVE
ACC04466,C04466,18200000,ACTIVE
ACC04467,C04467,325000000,ACTIVE
ACC04468,C04468,170200000,ACTIVE
ACC04469,C04469,108400000,ACTIVE
ACC04470,C04470,368300000,ACTIVE
ACC04471,C04471,223900000,ACTIVE
ACC04472,C04472,280600000,ACTIVE
ACC04473,C04473,367800000,ACTIVE
ACC04474,C04474,180000000,ACTIVE
ACC04475,C04475,35900000,ACTIVE
ACC04476,C04476,243400000,ACTIVE
ACC04477,C04477,275800000,ACTIVE
ACC04478,C04478,80500000,ACTIVE
ACC04479,C04479,371900000,ACTIVE
ACC04480,C04480,257900000,ACTIVE
ACC04481,C04481,88000000,ACTIVE
ACC04482,C04482,305100000,ACTIVE
ACC04483,C04483,214400000,ACTIVE
ACC04484,C04484,422600000,ACTIVE
ACC04485,C04485,99300000,ACTIVE
ACC04486,C04486,161200000,ACTIVE
ACC04487,C04487,61900000,ACTIVE
ACC04488,C04488,415000000,ACTIVE
ACC04489,C04489,490500000,CLOSED
ACC04490,C04490,427400000,ACTIVE
ACC04491,C04491,463800000,ACTIVE
ACC04492,C04492,370500000,ACTIVE
ACC04493,C04493,164400000,ACTIVE
ACC04494,C04494,480000000,CLOSED
ACC04495,C04495,374300000,ACTIVE
ACC04496,C04496,15000000,ACTIVE
ACC04497,C04497,497800000,ACTIVE
ACC04498,C04498,27000000,ACTIVE
ACC04499,C04499,198200000,ACTIVE
ACC04500,C04500,187700000,BLOCKED
ACC04501,C04501,437900000,ACTIVE
ACC04502,C04502,199500000,ACTIVE
ACC04503,C04503,136600000,ACTIVE
ACC04504,C04504,4900000,ACTIVE
ACC04505,C04505,260300000,ACTIVE
ACC04506,C04506,482600000,ACTIVE
ACC04507,C04507,111800000,ACTIVE
ACC04508,C04508,146300000,ACTIVE
ACC04509,C04509,146000000,ACTIVE
ACC04510,C04510,265700000,ACTIVE
ACC04511,C04511,55800000,ACTIVE
ACC04512,C04512,378500000,ACTIVE
ACC04513,C04513,124200000,ACTIVE
ACC04514,C04514,179300000,ACTIVE
ACC04515,C04515,338800000,ACTIVE
ACC04516,C04516,371600000,ACTIVE
ACC04517,C04517,221000000,ACTIVE
ACC04518,C04518,281900000,ACTIVE
ACC04519,C04519,445500000,ACTIVE
ACC04520,C04520,54200000,ACTIVE
ACC04521,C04521,104200000,ACTIVE
ACC04522,C04522,362100000,ACTIVE
ACC04523,C04523,26600000,CLOSED
ACC04524,C04524,321200000,ACTIVE
ACC04525,C04525,94300000,BLOCKED
ACC04526,C04526,109800000,ACTIVE
ACC04527,C04527,310700000,ACTIVE
ACC04528,C04528,72000000,ACTIVE
ACC04529,C04529,80600000,ACTIVE
ACC04530,C04530,271600000,ACTIVE
ACC04531,C04531,64900000,ACTIVE
ACC04532,C04532,358100000,CLOSED
ACC04533,C04533,301200000,ACTIVE
ACC04534,C04534,87600000,ACTIVE
ACC04535,C04535,321800000,ACTIVE
ACC04536,C04536,157800000,ACTIVE
ACC04537,C04537,46900000,ACTIVE
ACC04538,C04538,357700000,ACTIVE
ACC04539,C04539,205600000,CLOSED
ACC04540,C04540,498400000,ACTIVE
ACC04541,C04541,218500000,ACTIVE
ACC04542,C04542,465000000,ACTIVE
ACC04543,C04543,198800000,ACTIVE
ACC04544,C04544,295700000,ACTIVE
ACC04545,C04545,367100000,ACTIVE
ACC04546,C04546,15500000,BLOCKED
ACC04547,C04547,218400000,ACTIVE
ACC04548,C04548,442100000,ACTIVE
ACC04549,C04549,192100000,ACTIVE
ACC04550,C04550,194700000,BLOCKED
ACC04551,C04551,55800000,ACTIVE
ACC04552,C04552,90600000,ACTIVE
ACC04553,C04553,152900000,ACTIVE
ACC04554,C04554,146600000,ACTIVE
ACC04555,C04555,418500000,ACTIVE
ACC04556,C04556,472900000,ACTIVE
ACC04557,C04557,440600000,CLOSED
ACC04558,C04558,204000000,ACTIVE
ACC04559,C04559,200700000,ACTIVE
ACC04560,C04560,238300000,ACTIVE
ACC04561,C04561,367100000,ACTIVE
ACC04562,C04562,63200000,ACTIVE
ACC04563,C04563,3400000,ACTIVE
ACC04564,C04564,398500000,ACTIVE
ACC04565,C04565,117200000,ACTIVE
ACC04566,C04566,187000000,ACTIVE
ACC04567,C04567,138200000,ACTIVE
ACC04568,C04568,230500000,ACTIVE
ACC04569,C04569,17200000,ACTIVE
ACC04570,C04570,233700000,ACTIVE
ACC04571,C04571,335400000,ACTIVE
ACC04572,C04572,220900000,ACTIVE
ACC04573,C04573,135200000,ACTIVE
ACC04574,C04574,227100000,ACTIVE
ACC04575,C04575,200500000,ACTIVE
ACC04576,C04576,302700000,ACTIVE
ACC04577,C04577,305600000,ACTIVE
ACC04578,C04578,71500000,ACTIVE
ACC04579,C04579,9100000,ACTIVE
ACC04580,C04580,125200000,ACTIVE
ACC04581,C04581,311700000,ACTIVE
ACC04582,C04582,114100000,ACTIVE
ACC04583,C04583,296200000,ACTIVE
ACC04584,C04584,305700000,ACTIVE
ACC04585,C04585,355400000,ACTIVE
ACC04586,C04586,131900000,CLOSED
ACC04587,C04587,272000000,ACTIVE
ACC04588,C04588,117400000,ACTIVE
ACC04589,C04589,189400000,ACTIVE
ACC04590,C04590,260700000,ACTIVE
ACC04591,C04591,271500000,ACTIVE
ACC04592,C04592,461400000,ACTIVE
ACC04593,C04593,469900000,ACTIVE
ACC04594,C04594,152000000,ACTIVE
ACC04595,C04595,407000000,ACTIVE
ACC04596,C04596,423300000,ACTIVE
ACC04597,C04597,65800000,ACTIVE
ACC04598,C04598,150800000,ACTIVE
ACC04599,C04599,12000000,ACTIVE
ACC04600,C04600,326600000,ACTIVE
ACC04601,C04601,299300000,ACTIVE
ACC04602,C04602,194900000,ACTIVE
ACC04603,C04603,183100000,ACTIVE
ACC04604,C04604,347800000,ACTIVE
ACC04605,C04605,305800000,ACTIVE
ACC04606,C04606,379600000,ACTIVE
ACC04607,C04607,475300000,ACTIVE
ACC04608,C04608,167500000,ACTIVE
ACC04609,C04609,267300000,ACTIVE
ACC04610,C04610,340000000,ACTIVE
ACC04611,C04611,394700000,ACTIVE
ACC04612,C04612,469100000,ACTIVE
ACC04613,C04613,25600000,CLOSED
ACC04614,C04614,35800000,ACTIVE
ACC04615,C04615,70100000,ACTIVE
ACC04616,C04616,54500000,CLOSED
ACC04617,C04617,185500000,ACTIVE
ACC04618,C04618,81300000,ACTIVE
ACC04619,C04619,151900000,BLOCKED
ACC04620,C04620,451400000,ACTIVE
ACC04621,C04621,401100000,ACTIVE
ACC04622,C04622,8200000,ACTIVE
ACC04623,C04623,81900000,ACTIVE
ACC04624,C04624,292400000,ACTIVE
ACC04625,C04625,284600000,ACTIVE
ACC04626,C04626,149300000,ACTIVE
ACC04627,C04627,216600000,ACTIVE
ACC04628,C04628,345300000,ACTIVE
ACC04629,C04629,442700000,ACTIVE
ACC04630,C04630,190700000,ACTIVE
ACC04631,C04631,250000000,CLOSED
ACC04632,C04632,318300000,ACTIVE
ACC04633,C04633,302900000,ACTIVE
ACC04634,C04634,431900000,ACTIVE
ACC04635,C04635,35400000,ACTIVE
ACC04636,C04636,286200000,ACTIVE
ACC04637,C04637,295400000,ACTIVE
ACC04638,C04638,331900000,ACTIVE
ACC04639,C04639,47100000,ACTIVE
ACC04640,C04640,167700000,ACTIVE
ACC04641,C04641,361100000,ACTIVE
ACC04642,C04642,223800000,ACTIVE
ACC04643,C04643,69200000,ACTIVE
ACC04644,C04644,467700000,ACTIVE
ACC04645,C04645,383000000,ACTIVE
ACC04646,C04646,393200000,ACTIVE
ACC04647,C04647,81000000,ACTIVE
ACC04648,C04648,122600000,ACTIVE
ACC04649,C04649,102600000,ACTIVE
ACC04650,C04650,270700000,ACTIVE
ACC04651,C04651,278400000,ACTIVE
ACC04652,C04652,318400000,ACTIVE
ACC04653,C04653,465800000,ACTIVE
ACC04654,C04654,293000000,ACTIVE
ACC04655,C04655,198600000,ACTIVE
ACC04656,C04656,473600000,ACTIVE
ACC04657,C04657,268300000,ACTIVE
ACC04658,C04658,8700000,ACTIVE
ACC04659,C04659,320000000,ACTIVE
ACC04660,C04660,97500000,ACTIVE
ACC04661,C04661,226700000,ACTIVE
ACC04662,C04662,374100000,ACTIVE
ACC04663,C04663,54100000,ACTIVE
ACC04664,C04664,96100000,ACTIVE
ACC04665,C04665,299400000,ACTIVE
ACC04666,C04666,78500000,ACTIVE
ACC04667,C04667,482200000,BLOCKED
ACC04668,C04668,406900000,ACTIVE
ACC04669,C04669,480300000,ACTIVE
ACC04670,C04670,491700000,ACTIVE
ACC04671,C04671,280700000,ACTIVE
ACC04672,C04672,443700000,ACTIVE
ACC04673,C04673,67400000,ACTIVE
ACC04674,C04674,143200000,ACTIVE
ACC04675,C04675,258000000,ACTIVE
ACC04676,C04676,308900000,ACTIVE
ACC04677,C04677,168700000,ACTIVE
ACC04678,C04678,177200000,ACTIVE
ACC04679,C04679,65800000,ACTIVE
ACC04680,C04680,129900000,ACTIVE
ACC04681,C04681,120100000,ACTIVE
ACC04682,C04682,29700000,ACTIVE
ACC04683,C04683,296800000,ACTIVE
ACC04684,C04684,146500000,ACTIVE
ACC04685,C04685,261400000,ACTIVE
ACC04686,C04686,296100000,ACTIVE
ACC04687,C04687,464200000,BLOCKED
ACC04688,C04688,221200000,ACTIVE
ACC04689,C04689,236600000,ACTIVE
ACC04690,C04690,97100000,ACTIVE
ACC04691,C04691,219400000,ACTIVE
ACC04692,C04692,135300000,ACTIVE
ACC04693,C04693,216200000,ACTIVE
ACC04694,C04694,32600000,ACTIVE
ACC04695,C04695,398400000,ACTIVE
ACC04696,C04696,41700000,ACTIVE
ACC04697,C04697,31300000,ACTIVE
ACC04698,C04698,432600000,ACTIVE
ACC04699,C04699,347900000,ACTIVE
ACC04700,C04700,134000000,ACTIVE
ACC04701,C04701,113000000,ACTIVE
ACC04702,C04702,321300000,BLOCKED
ACC04703,C04703,19200000,ACTIVE
ACC04704,C04704,122600000,ACTIVE
ACC04705,C04705,461200000,ACTIVE
ACC04706,C04706,351600000,ACTIVE
ACC04707,C04707,367400000,ACTIVE
ACC04708,C04708,438400000,ACTIVE
ACC04709,C04709,63200000,ACTIVE
ACC04710,C04710,339700000,ACTIVE
ACC04711,C04711,494100000,ACTIVE
ACC04712,C04712,423400000,ACTIVE
ACC04713,C04713,343800000,ACTIVE
ACC04714,C04714,322100000,ACTIVE
ACC04715,C04715,211500000,BLOCKED
ACC04716,C04716,350500000,ACTIVE
ACC04717,C04717,331100000,ACTIVE
ACC04718,C04718,232800000,ACTIVE
ACC04719,C04719,75000000,ACTIVE
ACC04720,C04720,396100000,ACTIVE
ACC04721,C04721,312800000,ACTIVE
ACC04722,C04722,281200000,CLOSED
ACC04723,C04723,47400000,ACTIVE
ACC04724,C04724,142600000,ACTIVE
ACC04725,C04725,500000000,CLOSED
ACC04726,C04726,263600000,ACTIVE
ACC04727,C04727,487900000,CLOSED
ACC04728,C04728,476400000,ACTIVE
ACC04729,C04729,434600000,ACTIVE
ACC04730,C04730,270200000,ACTIVE
ACC04731,C04731,468400000,ACTIVE
ACC04732,C04732,282600000,ACTIVE
ACC04733,C04733,15700000,ACTIVE
ACC04734,C04734,10200000,ACTIVE
ACC04735,C04735,223500000,ACTIVE
ACC04736,C04736,383400000,BLOCKED
ACC04737,C04737,222700000,ACTIVE
ACC04738,C04738,4700000,ACTIVE
ACC04739,C04739,264100000,ACTIVE
ACC04740,C04740,386500000,CLOSED
ACC04741,C04741,472500000,CLOSED
ACC04742,C04742,340400000,ACTIVE
ACC04743,C04743,177400000,ACTIVE
ACC04744,C04744,337700000,ACTIVE
ACC04745,C04745,219200000,ACTIVE
ACC04746,C04746,192400000,ACTIVE
ACC04747,C04747,275900000,ACTIVE
ACC04748,C04748,268200000,ACTIVE
ACC04749,C04749,497500000,ACTIVE
ACC04750,C04750,179700000,ACTIVE
ACC04751,C04751,10200000,ACTIVE
ACC04752,C04752,347300000,BLOCKED
ACC04753,C04753,119200000,ACTIVE
ACC04754,C04754,448000000,ACTIVE
ACC04755,C04755,15300000,ACTIVE
ACC04756,C04756,351300000,ACTIVE
ACC04757,C04757,105500000,ACTIVE
ACC04758,C04758,443400000,ACTIVE
ACC04759,C04759,131300000,ACTIVE
ACC04760,C04760,474400000,BLOCKED
ACC04761,C04761,211300000,ACTIVE
ACC04762,C04762,486300000,ACTIVE
ACC04763,C04763,216700000,ACTIVE
ACC04764,C04764,359500000,ACTIVE
ACC04765,C04765,440900000,ACTIVE
ACC04766,C04766,467700000,ACTIVE
ACC04767,C04767,193200000,BLOCKED
ACC04768,C04768,263200000,ACTIVE
ACC04769,C04769,299100000,ACTIVE
ACC04770,C04770,457300000,ACTIVE
ACC04771,C04771,95100000,ACTIVE
ACC04772,C04772,417100000,ACTIVE
ACC04773,C04773,497300000,ACTIVE
ACC04774,C04774,436700000,ACTIVE
ACC04775,C04775,394400000,ACTIVE
ACC04776,C04776,487600000,BLOCKED
ACC04777,C04777,53100000,ACTIVE
ACC04778,C04778,482600000,ACTIVE
ACC04779,C04779,345700000,ACTIVE
ACC04780,C04780,426600000,ACTIVE
ACC04781,C04781,450400000,ACTIVE
ACC04782,C04782,169900000,ACTIVE
ACC04783,C04783,466400000,ACTIVE
ACC04784,C04784,135000000,ACTIVE
ACC04785,C04785,439500000,ACTIVE
ACC04786,C04786,426500000,CLOSED
ACC04787,C04787,220600000,ACTIVE
ACC04788,C04788,156100000,ACTIVE
ACC04789,C04789,343900000,ACTIVE
ACC04790,C04790,395500000,ACTIVE
ACC04791,C04791,19200000,ACTIVE
ACC04792,C04792,87500000,ACTIVE
ACC04793,C04793,47700000,ACTIVE
ACC04794,C04794,119100000,ACTIVE
ACC04795,C04795,229500000,ACTIVE
ACC04796,C04796,433700000,ACTIVE
ACC04797,C04797,333700000,ACTIVE
ACC04798,C04798,398600000,ACTIVE
ACC04799,C04799,330500000,ACTIVE
ACC04800,C04800,469900000,ACTIVE
ACC04801,C04801,466200000,ACTIVE
ACC04802,C04802,203000000,CLOSED
ACC04803,C04803,22300000,ACTIVE
ACC04804,C04804,170700000,ACTIVE
ACC04805,C04805,422400000,ACTIVE
ACC04806,C04806,44300000,ACTIVE
ACC04807,C04807,129000000,ACTIVE
ACC04808,C04808,384600000,ACTIVE
ACC04809,C04809,411600000,ACTIVE
ACC04810,C04810,289800000,ACTIVE
ACC04811,C04811,393600000,ACTIVE
ACC04812,C04812,445700000,ACTIVE
ACC04813,C04813,25800000,ACTIVE
ACC04814,C04814,442200000,ACTIVE
ACC04815,C04815,478800000,ACTIVE
ACC04816,C04816,485600000,ACTIVE
ACC04817,C04817,436300000,ACTIVE
ACC04818,C04818,92300000,ACTIVE
ACC04819,C04819,338600000,ACTIVE
ACC04820,C04820,351200000,CLOSED
ACC04821,C04821,167000000,ACTIVE
ACC04822,C04822,315800000,ACTIVE
ACC04823,C04823,175600000,ACTIVE
ACC04824,C04824,116800000,ACTIVE
ACC04825,C04825,69800000,ACTIVE
ACC04826,C04826,452800000,ACTIVE
ACC04827,C04827,412700000,BLOCKED
ACC04828,C04828,36400000,ACTIVE
ACC04829,C04829,195100000,ACTIVE
ACC04830,C04830,203800000,ACTIVE
ACC04831,C04831,160200000,ACTIVE
ACC04832,C04832,140900000,ACTIVE
ACC04833,C04833,464200000,ACTIVE
ACC04834,C04834,343100000,ACTIVE
ACC04835,C04835,319100000,ACTIVE
ACC04836,C04836,300500000,ACTIVE
ACC04837,C04837,196600000,ACTIVE
ACC04838,C04838,290500000,ACTIVE
ACC04839,C04839,76500000,ACTIVE
ACC04840,C04840,232000000,ACTIVE
ACC04841,C04841,94200000,ACTIVE
ACC04842,C04842,224200000,ACTIVE
ACC04843,C04843,412700000,ACTIVE
ACC04844,C04844,193900000,ACTIVE
ACC04845,C04845,270700000,ACTIVE
ACC04846,C04846,91400000,ACTIVE
ACC04847,C04847,44600000,CLOSED
ACC04848,C04848,22800000,ACTIVE
ACC04849,C04849,381300000,ACTIVE
ACC04850,C04850,96800000,ACTIVE
ACC04851,C04851,5400000,ACTIVE
ACC04852,C04852,101800000,ACTIVE
ACC04853,C04853,60200000,ACTIVE
ACC04854,C04854,266600000,CLOSED
ACC04855,C04855,358600000,ACTIVE
ACC04856,C04856,452800000,ACTIVE
ACC04857,C04857,214400000,ACTIVE
ACC04858,C04858,239800000,ACTIVE
ACC04859,C04859,429200000,ACTIVE
ACC04860,C04860,205000000,CLOSED
ACC04861,C04861,469800000,ACTIVE
ACC04862,C04862,435500000,ACTIVE
ACC04863,C04863,293100000,ACTIVE
ACC04864,C04864,174900000,ACTIVE
ACC04865,C04865,461100000,ACTIVE
ACC04866,C04866,264300000,ACTIVE
ACC04867,C04867,449100000,ACTIVE
ACC04868,C04868,56900000,ACTIVE
ACC04869,C04869,434400000,ACTIVE
ACC04870,C04870,221100000,ACTIVE
ACC04871,C04871,443800000,ACTIVE
ACC04872,C04872,280000000,ACTIVE
ACC04873,C04873,243000000,ACTIVE
ACC04874,C04874,191000000,ACTIVE
ACC04875,C04875,104800000,ACTIVE
ACC04876,C04876,73300000,ACTIVE
ACC04877,C04877,207400000,ACTIVE
ACC04878,C04878,43400000,ACTIVE
ACC04879,C04879,467200000,CLOSED
ACC04880,C04880,236400000,ACTIVE
ACC04881,C04881,80700000,ACTIVE
ACC04882,C04882,137100000,ACTIVE
ACC04883,C04883,62700000,ACTIVE
ACC04884,C04884,88500000,ACTIVE
ACC04885,C04885,108700000,ACTIVE
ACC04886,C04886,485600000,ACTIVE
ACC04887,C04887,32200000,ACTIVE
ACC04888,C04888,156800000,ACTIVE
ACC04889,C04889,277700000,ACTIVE
ACC04890,C04890,439700000,ACTIVE
ACC04891,C04891,245700000,ACTIVE
ACC04892,C04892,346000000,ACTIVE
ACC04893,C04893,233100000,ACTIVE
ACC04894,C04894,268600000,ACTIVE
ACC04895,C04895,351500000,ACTIVE
ACC04896,C04896,137500000,ACTIVE
ACC04897,C04897,66000000,ACTIVE
ACC04898,C04898,341000000,ACTIVE
ACC04899,C04899,209900000,ACTIVE
ACC04900,C04900,384100000,ACTIVE
ACC04901,C04901,50700000,ACTIVE
ACC04902,C04902,480200000,ACTIVE
ACC04903,C04903,329800000,ACTIVE
ACC04904,C04904,387000000,ACTIVE
ACC04905,C04905,71800000,ACTIVE
ACC04906,C04906,325500000,ACTIVE
ACC04907,C04907,329100000,ACTIVE
ACC04908,C04908,263100000,CLOSED
ACC04909,C04909,485500000,ACTIVE
ACC04910,C04910,442100000,CLOSED
ACC04911,C04911,355500000,ACTIVE
ACC04912,C04912,280600000,ACTIVE
ACC04913,C04913,134600000,ACTIVE
ACC04914,C04914,183400000,ACTIVE
ACC04915,C04915,300100000,ACTIVE
ACC04916,C04916,465800000,ACTIVE
ACC04917,C04917,135700000,ACTIVE
ACC04918,C04918,54500000,ACTIVE
ACC04919,C04919,285100000,ACTIVE
ACC04920,C04920,274400000,ACTIVE
ACC04921,C04921,276800000,ACTIVE
ACC04922,C04922,207600000,ACTIVE
ACC04923,C04923,394300000,BLOCKED
ACC04924,C04924,108100000,ACTIVE
ACC04925,C04925,284500000,ACTIVE
ACC04926,C04926,398800000,ACTIVE
ACC04927,C04927,265900000,ACTIVE
ACC04928,C04928,23100000,ACTIVE
ACC04929,C04929,37900000,BLOCKED
ACC04930,C04930,56700000,ACTIVE
ACC04931,C04931,161800000,ACTIVE
ACC04932,C04932,95800000,ACTIVE
ACC04933,C04933,155200000,ACTIVE
ACC04934,C04934,193400000,ACTIVE
ACC04935,C04935,451200000,ACTIVE
ACC04936,C04936,300400000,ACTIVE
ACC04937,C04937,178800000,ACTIVE
ACC04938,C04938,215000000,BLOCKED
ACC04939,C04939,78500000,ACTIVE
ACC04940,C04940,67200000,ACTIVE
ACC04941,C04941,1600000,ACTIVE
ACC04942,C04942,388700000,ACTIVE
ACC04943,C04943,497100000,ACTIVE
ACC04944,C04944,231700000,ACTIVE
ACC04945,C04945,363400000,BLOCKED
ACC04946,C04946,403600000,ACTIVE
ACC04947,C04947,150300000,ACTIVE
ACC04948,C04948,92500000,ACTIVE
ACC04949,C04949,103700000,BLOCKED
ACC04950,C04950,299700000,ACTIVE
ACC04951,C04951,35600000,ACTIVE
ACC04952,C04952,127900000,ACTIVE
ACC04953,C04953,320000000,ACTIVE
ACC04954,C04954,352400000,ACTIVE
ACC04955,C04955,345300000,ACTIVE
ACC04956,C04956,355700000,ACTIVE
ACC04957,C04957,10700000,ACTIVE
ACC04958,C04958,89200000,ACTIVE
ACC04959,C04959,115400000,ACTIVE
ACC04960,C04960,423200000,ACTIVE
ACC04961,C04961,300300000,ACTIVE
ACC04962,C04962,466200000,ACTIVE
ACC04963,C04963,320700000,ACTIVE
ACC04964,C04964,257200000,ACTIVE
ACC04965,C04965,194600000,ACTIVE
ACC04966,C04966,162200000,ACTIVE
ACC04967,C04967,307300000,ACTIVE
ACC04968,C04968,171400000,ACTIVE
ACC04969,C04969,97700000,ACTIVE
ACC04970,C04970,469300000,ACTIVE
ACC04971,C04971,36400000,ACTIVE
ACC04972,C04972,476400000,ACTIVE
ACC04973,C04973,141800000,ACTIVE
ACC04974,C04974,413600000,ACTIVE
ACC04975,C04975,489800000,ACTIVE
ACC04976,C04976,427000000,CLOSED
ACC04977,C04977,128500000,ACTIVE
ACC04978,C04978,457100000,ACTIVE
ACC04979,C04979,87300000,ACTIVE
ACC04980,C04980,309400000,ACTIVE
ACC04981,C04981,359000000,ACTIVE
ACC04982,C04982,82800000,ACTIVE
ACC04983,C04983,240700000,ACTIVE
ACC04984,C04984,99700000,ACTIVE
ACC04985,C04985,27900000,ACTIVE
ACC04986,C04986,439000000,ACTIVE
ACC04987,C04987,263400000,BLOCKED
ACC04988,C04988,202300000,ACTIVE
ACC04989,C04989,385200000,ACTIVE
ACC04990,C04990,226500000,ACTIVE
ACC04991,C04991,163300000,ACTIVE
ACC04992,C04992,276500000,ACTIVE
ACC04993,C04993,480300000,ACTIVE
ACC04994,C04994,230600000,ACTIVE
ACC04995,C04995,333300000,ACTIVE
ACC04996,C04996,53900000,ACTIVE
ACC04997,C04997,156800000,ACTIVE
ACC04998,C04998,294800000,ACTIVE
ACC04999,C04999,123200000,ACTIVE
ACC05000,C05000,74900000,CLOSED
ACC05001,C05001,66100000,ACTIVE
ACC05002,C05002,389300000,ACTIVE
ACC05003,C05003,489000000,ACTIVE
ACC05004,C05004,287000000,ACTIVE
ACC05005,C05005,143800000,ACTIVE
ACC05006,C05006,376500000,ACTIVE
ACC05007,C05007,422500000,ACTIVE
ACC05008,C05008,394400000,ACTIVE
ACC05009,C05009,394100000,ACTIVE
ACC05010,C05010,129600000,ACTIVE
ACC05011,C05011,312600000,ACTIVE
ACC05012,C05012,243400000,ACTIVE
ACC05013,C05013,15400000,ACTIVE
ACC05014,C05014,489400000,ACTIVE
ACC05015,C05015,495700000,ACTIVE
ACC05016,C05016,475500000,ACTIVE
ACC05017,C05017,376100000,ACTIVE
ACC05018,C05018,155700000,ACTIVE
ACC05019,C05019,72800000,ACTIVE
ACC05020,C05020,298700000,ACTIVE
ACC05021,C05021,328700000,ACTIVE
ACC05022,C05022,364900000,ACTIVE
ACC05023,C05023,486400000,ACTIVE
ACC05024,C05024,108100000,ACTIVE
ACC05025,C05025,384200000,BLOCKED
ACC05026,C05026,174500000,ACTIVE
ACC05027,C05027,191400000,CLOSED
ACC05028,C05028,299500000,CLOSED
ACC05029,C05029,302800000,ACTIVE
ACC05030,C05030,469400000,ACTIVE
ACC05031,C05031,244800000,ACTIVE
ACC05032,C05032,343700000,ACTIVE
ACC05033,C05033,355600000,ACTIVE
ACC05034,C05034,269100000,ACTIVE
ACC05035,C05035,64300000,ACTIVE
ACC05036,C05036,457300000,ACTIVE
ACC05037,C05037,71800000,BLOCKED
ACC05038,C05038,348300000,BLOCKED
ACC05039,C05039,158000000,ACTIVE
ACC05040,C05040,175000000,ACTIVE
ACC05041,C05041,135700000,BLOCKED
ACC05042,C05042,164600000,ACTIVE
ACC05043,C05043,57900000,BLOCKED
ACC05044,C05044,213300000,ACTIVE
ACC05045,C05045,165200000,ACTIVE
ACC05046,C05046,381700000,ACTIVE
ACC05047,C05047,424600000,ACTIVE
ACC05048,C05048,149100000,ACTIVE
ACC05049,C05049,311900000,ACTIVE
ACC05050,C05050,288500000,ACTIVE
ACC05051,C05051,245200000,ACTIVE
ACC05052,C05052,463600000,ACTIVE
ACC05053,C05053,16000000,ACTIVE
ACC05054,C05054,41800000,ACTIVE
ACC05055,C05055,237200000,ACTIVE
ACC05056,C05056,118600000,CLOSED
ACC05057,C05057,220800000,ACTIVE
ACC05058,C05058,155700000,ACTIVE
ACC05059,C05059,259500000,ACTIVE
ACC05060,C05060,123900000,ACTIVE
ACC05061,C05061,420700000,ACTIVE
ACC05062,C05062,46300000,ACTIVE
ACC05063,C05063,309700000,ACTIVE
ACC05064,C05064,387500000,CLOSED
ACC05065,C05065,149400000,ACTIVE
ACC05066,C05066,175300000,ACTIVE
ACC05067,C05067,186000000,ACTIVE
ACC05068,C05068,281800000,BLOCKED
ACC05069,C05069,119500000,ACTIVE
ACC05070,C05070,488600000,ACTIVE
ACC05071,C05071,330000000,ACTIVE
ACC05072,C05072,119100000,ACTIVE
ACC05073,C05073,126300000,ACTIVE
ACC05074,C05074,58300000,BLOCKED
ACC05075,C05075,443300000,ACTIVE
ACC05076,C05076,280800000,ACTIVE
ACC05077,C05077,428200000,BLOCKED
ACC05078,C05078,412300000,CLOSED
ACC05079,C05079,66100000,ACTIVE
ACC05080,C05080,449500000,ACTIVE
ACC05081,C05081,77000000,ACTIVE
ACC05082,C05082,372600000,CLOSED
ACC05083,C05083,337300000,ACTIVE
ACC05084,C05084,227100000,ACTIVE
ACC05085,C05085,153300000,ACTIVE
ACC05086,C05086,64200000,BLOCKED
ACC05087,C05087,40500000,ACTIVE
ACC05088,C05088,178000000,ACTIVE
ACC05089,C05089,245000000,ACTIVE
ACC05090,C05090,77500000,ACTIVE
